@relation _Users_manavpatel_term_project_4500_._filtered_sentoken-weka.filters.unsupervised.instance.Resample-S1-Z85.0

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'it\'s amazing around completely flat adam on first they\'re all he\'s best front just isn\'t same i kind happy about as funny as seriously i\'m willing there private ryan there here i depressing comedic first half not it\'s emotional not only cruel also very there few mild i\'m even willing actually once twice not nearly enough it\'s nearly half you\'re all familiar because before on hidden over not only also i\'m not away actually then only big henry as severely underrated as i mean extremely well here adam veteran like steve very smooth successful on actual rather strange rude maybe even dramatic like recent truman obvious considerable just on like ',neg
' on silent we\'re kevin elizabeth william lee ben kevin jay silent back dumb smarmy kevin off wonderful challenging because he\'s just so about hardly jay silent new out almost all smith\'s i\'m not not now out there on comic on haven\'t on about there on way they\'re because really around jay silent up like so there massive on second half again incapable up as probably only smith\'s die-hard else critical stupid sophisticated out past i i there together other own once jay silent abruptly ridiculously broad countless hot ben jay silent back such as as they\'re so desperate out as often below actually capable really good big mostly flat on don\'t jay female kevin talented though i better off real jay silent back true unfortunately it\'s also pointless largely unfunny smith\'s verbal as ben once distinctive back dubious as didn\'t it\'s offensive because it\'s terrible ',neg
'successful michael well early recent such as jurassic entertaining however wrong somewhere good dull long huge huge all disappointing norman however actually along harry ted massive inside alien basically weird unfortunately wrong along way off entertaining enough very long just along never fully on don\'t either on almost embarrassed out dull probably useless no only fun who\'s funny as slowly crazy he\'s hardly just as dull as same up as then off halfway through better up quite frankly boring all over much like doesn\'t much either great he\'s terrible practically too simple i intelligent practically just obvious smart also impressive there\'s few nice special there\'s giant not once even though massive i up not correctly probably whole badly i just stupid finally no genre own hokey sci-fi finally psychological very much like it\'s before far superior it\'s not all bad though all right there\'s few very scary there\'s occasionally interesting overall big fine potentially good not really worth overall david ',neg
'no well you\'re super smart military you\'d that\'s right all about invisible hollow kevin it\'s kevin super smart military horribly wrong already verhoeven such as basic infamous never little way right down all about  hollow hapless josh special frankly don\'t much better invisible wet all right like rather cheap he\'s otherwise it\'s around once isn\'t much half other half much all female so invisible straight it\'s as fascinating no simply verhoeven as hollow disturbing not not worth it\'s minor even that\'s not hollow ',neg
'wonderful little really interested \nsecond best \nlive because allen \nmentally \npast happy beloved \nsadly lonely \nsocial alan \nwilliam \n\nsingle hasn\'t real \ndead ill \n\nthere never real \nmonotonous new \nnot only also \nopen \nother other \nother \nreally future \n second best on novel david also \nvery good apart \nmaybe second best even \nprecise detailed convincingly about special great \nintense human \nwilliam outstanding as \nremarkably convincing \nsupporting also fine especially jane as social \n second best \nit\'s like so \ni next directorial lost daniel \n',pos
'simply dramatic apart \nformer howard far away dramatic again \nsecond alone successful yet \nperhaps appealing talented such as kevin few good gary true ed harris just \nall good respective \nsecond ever \ntogether fred last ultimate on third way \nas left out \never \ned harris gary respectively entire superbly \nentire as frantically up on \nalso there quite real entire \nspecial digital up standard very well \nout simply breathtaking \nbad though much technical many \nslight \nhowever just minor just all technical \n\n',pos
' dark moody romantic \nit\'s slow sometimes confusing still \non novel same mainly \nthere\'s henry stephen sarah \nsarah henry because well he\'s just normal \nit\'s all no \non other madly sarah \nunfortunately up \nall serious so present \nit\'s few later still other so private ian sarah up too \nsound straight forward it\'s not \nit\'s deep dark ever lasting \nall sound like really \ngreat english patient only better definitely because out all i \nalso well \neven though i didn\'t there\'s no just as \nso about \nall \nit\'s not typical all well complicated depressing \nreally because ever perfect \ndifferent way \nback only red \nthere i too little slow \nalso confusing especially \naround past present so obviously awhile \nalso notable superb \ni\'d because quite frankly never really up \njust never now \nlittle nonetheless \ndefinitely best best acting notably \nnot all \n',pos
'it\'s now best still nightmarish responsible all on nervous on good even frightened local everywhere on first last accidentally down down dark however never quite down other freddie jr only dismal overbearing potential too good true like meanwhile practically deserted as about presumably no possible off eventually down around intense as somewhere mysteriously strange on eerie i i still up soon it\'s funny yes i about i maybe i down mindless never up wry even quirky there isn\'t even up here\'s appropriate  suddenly up next there not uninteresting around about i about i thoroughly incessantly about sexual i secretly well just didn\'t i ',neg
'hong kong justin i out later i don\'t clever current hong kong like film\'s once hidden don\'t well few comedic no bad direct western hong kong all original little contemporary well classic real lead handsome good o\'donnell onscreen pretty as too not acting on supporting on impressive especially off giant stephen good cardinal very little out tim kind bad as chief so bad simon like particularly nick steve double as too well mediocre better veteran straightforward through all appropriate on full obligatory over on lifelong before all routine hong kong artificial as up sci-fi like classical like hidden just i i stunt not i very disappointed like i ',neg
'best about so often still \n certainly \nprimarily smart fun \nneither down \nbelievable likable ready intelligent capable loving \nnumerous excessive \nable on artistic not \nother pg friendly now \n out \nadult male lead repeatedly \nreally \noff \nlucky didn\'t off other because together \noff criminal as past \nfunny \n welcome instead \nlive beautiful \ndevoted \ndon\'t also former \nonce different other instead married \nneedless back \nshortly first up alan favorite \nthere evil behind as as \nnecessary bad \nback up secret \nbrief safe enough cool off through like wicked chase \n\nas secret bizarre silly as on \nhuge normally so ineffective \nbecause they\'re all \ncolorful nifty virtual reminiscent \nsilly convoluted even either impossible \nrobert whole mere \nlittle nice enough quiet fully \nway together \neven better as quickly great properly \neven usually irritating alan nice virtual best \nfew like i i definitely certain \nregardless fun alike \njust single \n',pos
'inconsistent away powerful intense on other same awful kong much as probably particular on once reminiscent only such so bad here fun such prime as many so-called psychological as light last helen gwyneth perfect young very much helen so i first i soon wicked east way helen pregnant once accomplished so out new as long as way perfectly helen it\'s very simple it\'s incredibly dumb it\'s incredibly boring it\'s incredibly predictable up absolutely nice quick gwyneth bare frankly it\'s embarrassing respected like it\'s like bad meanwhile best through passable as all psychological clearly here it\'s middle badly it\'s impossible about maybe he\'s familiar evil she\'s evil hard sure on other helen good she\'s nice old dead that\'s about just increasingly moronic however first just as as profoundly i no as whole either there serious left out few before i i no good bad like offensive genre aren\'t especially good like single white female on predictable narrative along general however they\'re that\'s not really bad like even too bland too uninvolving indeed probably really sorry celluloid ',neg
'i\'m not really sure about \non it\'s cold boring cool \ni mean left completely bored unsatisfied generally kinda out \nthen again not film\'s \n like significantly \nseveral extremely also little on mostly maybe just \nnot acting generally pretty good don\'t really completely \ndifferent not erotic \nnot erotic henry just plain deep not \ncompletely hot probably mean also whole \ncold maybe many other present live on \nup on bare up public \nsuddenly behind all though even \nnext on \nnext together they\'re \narguably live on \nsoon afterwards down he\'s other then on \nnot other obviously helen holly also alive \nthrough together out again \nalmost afterwards little as \nwouldn\'t there many same kind also \non as famous \nnevertheless \nsoon all straight gay lesbian \nall comical almost like black pretty awesome who\'s main on \ni\'m sure somewhere there i personally don\'t \nmain definite \nquick exciting we\'re first not sure like \nthen \nsame not same \nmerely \nonly it\'s \nnormal half \non about just little too long \nfar on boring \nthere\'s no definitely it\'s we\'re not here \nstill down \nas well as other \nvery dark kind cool weird \nthere several just amazing \nabout almost erotic way \nall edgy \nfinal perfectly front she\'s \nacting also pretty good especially almost as best \npretty boring he\'s usually pretty intense amazing \nall almost she\'s blank on not she\'s not \nactually dead \nholly extra just like pretty good so kinda cool \nso intensely almost \noften as out definite way \ngreat several especially he\'s later he\'s \nsexual several later \nlittle known here he\'s capable \ni hardly it\'s still pretty intriguing bizarre \nable completely different doesn\'t exactly negative light light even generally out \nsubsequent there\'s also r-rated i wouldn\'t even near quick just regular \n',pos
'perfect little rich cute on nick just as up bloody there she\'s best last still alive nick on because double off she\'s halfway tommy lee former drunk little nick naturally  double fugitive through never few down much thin intriguing no on  i only former so on nick it\'s long way there\'s considerable sexual there\'s fugitive didn\'t never anywhere intense no prominent light up next around on good strong out like doesn\'t   double david previously on probably numerous bottom hard predictable ',neg
'first i not big \ni particularly i just don\'t \ni now i pretty well \nthere\'s big there little \non north texas \nalien inside \nalien free other seemingly bloody alien \nsame black same black \nthen fbi scully gillian david off previous \nfederal texas \non out wouldn\'t out right \nfbi not \nlight on over \nup fbi \nback north texas all even as \nuninspired \ni i \ndidn\'t \npossible on so many before hardly \nnot hidden \nit\'s slightly interesting still about too high \nwhole i mediocre perhaps even boring \nthere other like well enough \nenough \nbefore tired hot so on so forth \nnot all computer-generated either \nthere artificial texas endless actually somewhere north \nfantastic real \nvery good \noverall dark ominous appropriate intended film\'s \nrussell able as innocuous as \nstill rich detailed \nfinally specifically there incredible front fast \ni don\'t way dangerous great \nmovie\'s also dark \nnext yet there never lonely terrible sound \nmovie\'s effective suddenly open \ngood so surprising frightening sound \nthere no as movie\'s \neven so interesting good \neasy on together good \nthere never way professional \nlike out empty \nthere romantic now they\'re interested other \nno single really outstanding not even so popular \nenough right interesting along \n',pos
'it\'s good animated sci-fi because doesn\'t i don\'t about i it\'s about young who\'s last early unknowingly key left human that\'s fine sci-fi animated there\'s no main all over legendary evil no apparent so there\'s so much pointless sci-fi it\'s too much here total rip-off don\'t basic confusing superficial just plain boring fantastic special it\'s just not interesting ',neg
'\n\njust robert jr primary great \nnear highly theatrical completely mr \nfortunately film\'s up admittedly occasionally amusing \nfilm\'s fairly generic rather \nblonde outside \nas idle they\'re respective doesn\'t long they\'re same \nother \nit\'s \nmagnificent mr jr all right dynamic new \nit\'s fascinating natural perhaps film\'s best off up not own \nhe\'s behind on unseen it\'s never wildly entertaining insightful \nthough i almost typical then \n great physically even before out \nongoing even verbal \nsurprisingly delightful witty first unexpected such outrageous \nhowever along full it\'s as gradually on slowly surely \nengaging clever film\'s dynamic unconvincing several flat \nsubtle prominently on \nkey \nbitter mpaa r-rated mr forced before mpaa admittedly on film\'s narrative rather dubious \nas phenomenal mr jr \nyet acting so smoothly as not \nit\'s wonderful mr shortly mr jr on it\'s hard not together \nmr jr undoubtedly primary solid \nquickly america\'s daring risky quite sexually frank lost \nshe\'s quite appealing here once \nmeanwhile initially such likely either annoying like \ndown as i fun as \nreportedly mostly rapid evident \nspontaneous mr good \ndirectly intact doesn\'t mr on effective \nshort potential mr jr it\'s still often enjoyable funny particularly as even on \n i\'m ol\' \n \nnot all \n',pos
'i \nas soon as narrative human i \nthere especially compelling about \ni i rather \nas true veteran \non such only long alex on \ni maximum \nbeautifully \nas i through intricate dark clever last i such clever usual \nnot special literally green \nyou\'re not exactly sci-fi \nready \nas as however so sophisticated \nfinally recently abusive \ndark simply \ni couldn\'t strong general \nso initial wrong \nthrough \ni\'m never on special so i dark \nit\'s actually because all awake even special \nnot i such deep way human never i so away \nbest all easily best ever \n',pos
'popular entire genre \nmany scientific many interesting comic last \nhowever big novel about \nmerely as convenient way great social rich idle \nwhatever future political \ninstead strange new \nnovel great genre natural as \nfirst george through genre classic own \nabout george way through fourth \nnew 20th george present through \nskeptical doesn\'t george out future \nfirst slowly london as through \nfinally far future senseless \nfinally first new like young beautiful idle unseen \ngeorge about \ncinematic classic very same novel classic fantastic brilliant way about respective \nfrightening george david cold constant nuclear negative \neven modern as old-fashioned universal \ngenre even better as good intelligent thought-provoking \nall such classic sometimes \nhard able perfect english future same \nfinal also rather unconvincing \non other very well cleverly special definitely old-fashioned adequate kind \nacting good same alan young rather memorable as \non other \nhowever all very good sorely \n',pos
'best british long good \njon howard extremely good \nas such probably evil not \n\ndavid far evil \neven innocent \nold married mutual \nlive near recent young \nbig \nfamiliar though not frequently \nnot enough \nhere best recent \nonce seductive like beautiful \nunderground apparently like \n\nas like out \ndeep blue black visually as ominous as \ncold \nmuch \ngreat physical just out \nvery little great \non novel all way \nevil \ni on low on \n i not don\'t mr \n',pos
'limited ned pleasant full small \nbreathtaking delightful interesting even \nseveral best left \nout sharp \napparently small \ngood longtime ian michael david kelly \nas \nseveral amusing \nclueless \nthere\'s also on \nthere no outer \nright \nout that\'s okay because interested on \noccasional all right \nbrief you\'ll fantastic really \nkey \navailable on london same as well worth \nfine that\'s \nsomewhat like up down \n\n',pos
'long as alien only genetically over own there \nharold up as \nfew disastrous best susan former alcoholic eventually harold won\'t again married \nben harold soon all married \nlate \nvery funny \nwisely doesn\'t on too long very well \ncrude tasteless many i so as well not lead \npathetic it\'s truly funny instead just offensive \nabout \nvery easily \nnever though it\'s all \ni\'m glad still \ntalented supporting certainly one\'s \noddly real american ditzy \nfine up good \neven off potentially disastrous rather goofy high lengthy \nben john greg all well as well \ngood lord there no sexy \nabout raw \n\navailable on dvd video \neither full original theatrical \nalso on as decent isolated film\'s original theatrical as well as black as good as \ni first isolated i actually \ngreat silly little it\'s own isolated \nwell as out it\'s mighty fine i again i up \n\n\ni on video \nfine dvd certainly great way \n\n',pos
'tim up around inside usual american there no along on there up other just like other there\'s along way usually funny quite watchable there\'s so horribly familiar about all really beverly there\'s wisecracking heavy just like eddie beverly same as it\'s full all even chase just so even out steve chase there also isn\'t much there real steve john there hardly all there hardly like there no good on own good eddie alright however nowhere near as good as much better i out much funny however isn\'t sophisticated dumb funny there\'s also good better threatening deep scary predictable too far-fetched then first hopefully last twice before nearly hasn\'t even ',neg
'\n\nit\'s startling only few ago annual animated wide \njust domestic gross profitable on left prior \nthen though disney\'s animated year\'s potent \nonce on suddenly mighty vulnerable first serious animated early off modern little \nas typically top-notch magic little not wonderful superb \nfilm\'s fairly straightforward young teen handsome hapless teen desperate teen young human \nlittle so so emotionally sheer honest \non eric she\'s she\'s such pure \nsimple touching healthy smart little remarkably \ninteresting about little now curiously \njust before certain animated \nit\'s understandable animated kevin even ryan john forced it\'s unfortunate even \nreally as \nfilm\'s really recognizable rather best \n i\'m not exactly on eddie upcoming mulan \nfortunately little perhaps obscure \nchief tony crazy film\'s wonderfully expressive full gorgeous engaging \n she\'s only i\'d even \nsimilarly samuel terrific sebastian weary \neasily lovable comic all they\'re worth little big \ndeliciously villainous as evil kenneth stern yet \nlarge small as ideal great fun french little \nlittle probably best remarkable alan howard little on before mr \nnot only mr catchy mr charming fully film\'s so virtual consequently wonderfully \nmr equally top-notch eric daniel magical wondrous mr fine \ndelightfully as mr golden best indeed many little along favourite beautiful wonderfully mr film\'s emotional literally \non as short breathtaking aware single \nas as disney\'s limited little \nthere\'s no primary not film\'s disney\'s direct new first major \nlittle film\'s domestic gross over magic little remarkably strong initially only ago many on video close possibly little possibly enough film\'s disney\'s on subsequent away \ndisney\'s little real public \nback good it\'s true back on silver \nlittle best out disney\'s modern animated ever \n',pos
'doesn\'t doesn\'t always doesn\'t always same short former too good bad too bad good unfortunately same first just plain awful long acting john broken he\'s so mediocre often as long kind through stupid unfortunately best first-time long heroic kevin stark out pretty boring good kindly not well-written bad clich together as only instead realistic i necessary effectively we\'re big big he\'s also sensitive little yes alive now big over as chief real big first isn\'t nasty randy william sadistic twice really as somehow lost along way eventually big sadistic twice really former on so it\'s no good unfortunately that\'s lone near computer-generated special up about equal on video occasionally interesting never long through there isn\'t memorable as sadistic twice really william he\'s generic bad he\'s boring generic bad doesn\'t big absolute titanic accidentally next they\'re out there\'s small early i already bottom  i there aren\'t i i only really as out i few general promotional key cool won\'t out key regular so ',neg
'kind on \nlike danny on utter ultimately \ndelightful \nloser sick lee tommy kevin robert \nbored restless routine drunk local local up local through ingenious dumb desperate \nnot daily \nas foul-mouthed dirty pathetic ugly perhaps definitely interesting novel same \ncompletely different \nfirst you\'ll around \nit\'ll just as soon as out \ncurious it\'ll right \nyou\'ll even \njust \nhealthy \nbored bored \ni don\'t too much away wacky heavenly just fun scary alternate \ngood off \nisn\'t forced \nup close personal \n\nyes he\'s still alive as engaging as visual \ngood bad like \nonce along kind energetic \nstatic \nnot too long ago \non various short around chicago \nnowhere short recently up grand international best \ncurrently small \n\n',pos
'back mid all  best not surprisingly thereafter over here way first like doesn\'t like it\'s so up own little claustrophobic won\'t much outside somehow still simple so complex ridiculous as no who\'s familiar usual favorite little critical great well such elaborate confusing many really out it\'s really confusing about fascinating way on same far commercial because maybe no barely live aren\'t on either ryan lucky about through surrogate nice along way continually shady only like he\'s kind so obviously on different back also sure patient all right meanwhile hidden up collective secret as no even though little all doesn\'t simple interested clever good complicated confusing so much so it\'s it\'s right middle criminal perfectly already even about we\'re hardly as they\'re about probably great criminal they\'re like david mamet\'s no here really like real even further it\'s like on off away don\'t about other up on you\'d out away don\'t instead down there\'s i didn\'t about first all isn\'t old rich he\'s like straight out secondly main actually on no long because later small suicidal wouldn\'t on first all never either there\'s i apart about all down here great about pretty much other absolutely likable believable it\'s all thin black good here there definitely not black such like desperate like not i either way because very little i intelligently ',neg
'dumb now basic it\'s not just bad many incompetent as well it\'s stupid stupid as stupid as it\'s dead on ultimately it\'s only around it\'s also sexy it\'s instead unpleasant dirty it\'s novel maybe it\'s other who\'s on michael few like top on other joe before much better secret movie\'s final isn\'t up ambiguous whole red dead like up because they\'re not about bitter that\'s never forgettable don\'t even damn about especially not only unsatisfying many inexplicable  once up about no like * * just about way not as as kind i i kind still so only way like big-budget as ',neg
'close short other \n\ntim \nbefore i initially little nervous about like \nmany silly there no all \nwrong \ni left much i before i \nabout \n\ngenerally around other \nalso \nbasically \nway great mildly disturbing martian mad general just away up gory alien \nall fun \nfull on all enjoyable \nbetter then real \ngreat danny \nbest long \n',pos
'about so around as big i out i now i didn\'t i didn\'t really like sole about because he\'s like cheap international usually cold several ago third very lackluster amoral surprisingly fun almost  bad  loosely very loosely i on fred classic yet apparently suave edward well welcome suave also fbi russian lord as all over up elaborate he\'ll able still away live like over over over again on yes russian up early on richard up tight brad fake irish who\'s apparently forever soon he\'s out there numerous pretty impossible on big never even sure big cool even slightly tense other too short too dull never up enough even entertaining doesn\'t complex so many like unbelievable complete mostly because on about nasty about nasty amoral who\'s  latter never on either completely so much around so fast little past notably old so little almost up now then supporting completely just stern sometimes other likable here he\'s best really like russian almost as bad perpetually on it\'s not bad here it\'s like together on together quickly so on not even much international there several he\'s tight only cheap he\'s quickly doesn\'t blond public there good here well i like icy not real suave worth richard good as likable as possibly kind completely inane fun kinda way notably out new on annoying black gay good particular they\'re just little along way mildly then back michael far superior very pretty much cold nevertheless because like fun kind kinda way now then right clear present enormous fun smart kinda way completely wrong ',neg
'always careful first official out they\'re obviously no great big first not as bad as isn\'t very good as slightly contrived as small william bad several away just nearby on there soon as along way up pretty long he\'s apparently lost true only only acting above steven seagal not much mostly flat wooden he\'s likeable there here there better doesn\'t out however all too often unintentionally funny strictly too heavily on believable mixed they\'re all comfortable respective down cold down cold always enjoyable even doesn\'t as definitely here pretty well isn\'t much interesting many rather bland you\'d former interesting that\'s not there\'s nearly all before it\'s not just back however like on good really there\'s good still near ',neg
'well here\'s thoroughly amateurish surprisingly actually just first primary north cheap idiotic unfunny not nearly as raunchy as i up  clueless high billy tommy desperately as well all as different however out smarmy able fake on below on  ultimately on almost possible as not wild amusing enough as all predictable flat as back i deep as offensive about about main not even as very little about horny probably comfortable sure female even all as rather real only fun gruff not particularly embarrassing all like there no way even though i not sure not all funny only so-called other serious 80\'s about even john such as even actually serious teen great bright i\'d fast high last american over not bad nostalgic classic i also just actually down such actually worth unsuspecting actually whole ',neg
'clown \nitalian best known poorly pink near impossible comic fable about \nbeautiful not so much as monstrous as \nout as typical small \nlike many notably harry \n\ninstead local already local official \ntightly same official earlier unfortunate yet \n\n\nfast forward about \nhappy \nfinally \nracial on italy best harsh \neven difficult \nhere all not only \nbeautiful \nschindler\'s \ntrue many italian not nearly over not as \nsteven spielberg not out \nabout \nentire elaborate \n\n\ntherefore hidden \nsound \nhilarious newly \nfellow instead down \nquick continually way \nultimately \npoignant out just as american \nwide-eyed \nhigh \nhuman even \nbeautiful fable \nnot as \n\nsimply there there there never \nlifelong through effective \n',pos
'tv\'s so william shakespeare\'s classic \nsuperb supporting brian tommy usual john executive \noff off \nshakespeare\'s like \ninstead other right away around just like old \ngreat about harold as best \nshakespeare\'s novel quite as violent definite \nvirtually unknown astounding as even though never \nonly out \nrival shakespeare\'s only slightly \nnow known as now rival corporate \nsmall now huge \nslight old english \n\nexcellent genre \nso much yet enough either \nsame award-winning sure modern \n \n',pos
'you\'re on i now entire away entire on then crucial away however * * away still devoid subject obviously deep tommy lee  double solid acting tommy lee first even though didn\'t on half as much as also genuinely funny clever favorite up insanely predictable half i\'m i\'m always out exciting huge middle i special too movie\'s almost long only worth implausible no loose aside too many i * not * possible * kind not like double off as serious out dark out too early ',neg
'that\'s fair though little stephen away william epic historical about on really 20th big michael beautiful so overblown sound like doesn\'t though either as epic as basic so laughably ludicrous about then even acting michael ever favorite so even ',neg
'last on on as on new central london about french kenneth such as prime british all over front on straight only instead meanwhile larry however only interested little difficult second on on through diabolical off crude tasteless as mildly funny larry as excruciatingly bad kenneth only few small as as kenneth as as worthless all however only about awful terrible very poor especially off ludicrous musical non-existent just awful about next not so annoying boring kenneth kenneth poor as complete up new sexually there little kind only on all ',neg
'lethal off other there slow possible  low still lee as small depressing constantly hard through small almost entirely about on popular apart long up much better as animated great dramatic longer two-hour ',neg
'simple not bizarre \nmad as michael j as mike subject horrendous ever \n\nit\'s it\'s it\'s just plain fun \non isn\'t as just plain fun quite nicely \nmike on as young quite few \naren\'t specifically live \ntoo many all kevin somewhat all wrong \nbehind known even very few \nas mike fun on before \nit\'s sci-fi \nbasically as only on hilarious \nbehind apart really quite irrelevant i\'ll \nup \ntogether as well as \nnaturally as horrible as possible several it\'s bad enough about hysterical \ndoesn\'t actually complete short very wisely \nas funny as only so long \noccasional also \nsecond back right left it\'s better whole \nlikely greatly don\'t you\'re \ni sharp worth on video late not full anyway large new year\'s i \nfun actually annoying \nextremely unfunny about straight heavy on overall \nlikely almost otherwise good \n',pos
'arguably anticipated george very mixed sure \ndown entire on whole technical sound special \nfar outstanding interesting mature far \ntrue \nnot only \nno up \nyoung obi-wan bad bad \nall there about all \ni mean interesting \nnot much better qui-gon mostly better obi-wan only young \nalso fascinating george live \nhigh individual particularly powerful \nno christian there no dark \noverall not because very it\'s almost inferior \nall not adequate \nout next i \n',pos
'i all not professional extremely recognizable fairly impressive it\'s also basically about cheap central middle-aged decidedly ambiguous sexual professional all over about unpleasant simply all unpleasant professional new jean brutally efficient also very isolated forced on just very norman gary oldman off reluctantly then young all vulnerable too much out luc before popular french femme slick about female there no great * * full moody there isn\'t nearly as much on as like never because neither mostly quirky all intended he\'s really not so bad kelly jean haunted desperate never emotional all wrong much doesn\'t too much either better on feeble often embarrassing silly completely out as thoroughly cheap gary entire cheap way over top interesting there isn\'t real anywhere professional isn\'t always off as professional around really way there only real on entirely he\'s simply on questionable like great professional just plain sleazy all soft ',neg
'it\'s terribly unfortunate david little sixth still strong \nundoubtedly practically all fellow last similar straightforward psychological sixth psychological \nadditionally sixth undoubtedly major recent conventional predictable final \nsixth disturbing just plain scary \ni away because on own respectable \nnovel richard ago cute david \ndirectly immediately else there \nfinally dead \napparently dead sixth young isn\'t \ninstead kevin chicago \njust pregnant \n\nunexpectedly before long wouldn\'t normally deceased last \nclear free like \ndidn\'t only way somehow way \n isn\'t perfect thick atmospheric up eerie domestic not only effective on technical impressive \nkevin especially top-notch exceedingly believable as loving married nonetheless fair \ncompletely over instead not instead aside little through not \nnot traditional like therefore always plausible as just \ninstead instead as \nempty so as inside also \nas fuzzy black up on front \nnever before i as as \nup nightmarish only quickly just worth full alone just on big \nfun small as last great rarely full \nfunny offbeat utter best about i wouldn\'t about she\'s dead \nalso truly poignant last half back really remarkable whatever as \nnot live up obviously full potential doesn\'t before appropriately gritty \nhoward unsettling sound successfully off-kilter david once again almost tense around \n isn\'t as good as sixth \nfully capable on own really good \n',pos
'popular film\'s great even it\'s still as powerful as out still as romantic tragic very very healthy gross all about before as i out on video i kinda like as cool as i first i i first * * * original basically as good i i thus  like out nowhere happy once annoying just next well little i not only not all on big i whole there too many just aren\'t sure it\'s hokey you\'ll hilariously next you\'ll military around corny funny like now annoying like all once no no safe everywhere other superior chase alien straight out i mean isn\'t about as as they\'re boring i mean on interesting didn\'t even basically straight they\'re hostile peaceful okay it\'s interesting it\'s not greatly now aren\'t somehow out they\'re as not only heavily armed they\'re stupid too also same kind as about later who\'s nice he\'ll white i don\'t it\'s white out there i don\'t just out there later on he\'s stupid on big alien i it\'s he\'s on then there\'s cocky only on second leading elusive film\'s only brave on i respectable long john she\'s also few proud lucky l as well as narrowly there bright enough old best nicely david on hal up good dave even  it\'s as i fine actually acting great he\'s i just anyway there no real subtle comic way too many no off great as i no just that\'s all on next little indy good indy last one\'s short on ',neg
'kind i thought-provoking completely \ni interesting same as giant completely wretched \nwonderful interesting last \nit\'s familiar new necessary we\'re so like \napparently loose \ni yet so i unfortunately unable \ni however original numerous glad isn\'t rip-off \nas seth like all present lead somewhere just like \nforced patient ryan \nimportantly \nunaware slightly because \nseth human so \nthat\'s former recent human \n as i fascinating i only incredibly live \nseth possible human \nseth i ridiculous out exceptionally much only \nseth literally up human happy it\'s like \ni so much i\'ll minor certainly isn\'t perfect \noriginal few genre \nrather formulaic though excellent great \ntoo powerful predictable \nminor though barely overall \nacting superb \nperhaps favorite \nhe\'s quiet engaging \nhe\'s perfect like same he\'s not psycho though good as \nryan powerful here best \nhowever all as energetic \ni about overall \nbrad talented like rather forced \nsteady just about near dead \nthere no elaborate simply \nway completely real \nalso way few \njohn english patient stunning on big on early just as \nalso english patient perfect it\'s quiet moody not sentimental nicely \nvisual easily best so far \nall up instantly apart other genre \nit\'s on excellent professional rare simultaneously \n',pos
' i\'d rather live \nchristian \nout actual average american all out cynical naive \non \nwell again robert over not usual all \ninstead highly certainly absolute \narguably just as surprising no even humorous \ninstead serious as not normally \nrobert as texas lord emily out powerful \nhorrific generally modern \nwell bible so over \naway \nrobert not only realistic surely also film\'s executive chief \nrarely such \nwhite dark as much like as \ndown \neven down ever \nall way \nblack white many black always \n i on i\'m on god\'s \nup \nup lord \nmean \nreligious palpable \nno \nout remarkably \nup over \nbest foolish beloved forever \nsmall black up no way enthusiastic \nas hard willing on odd necessary \nall \ngood secret local poor \nstill i because i didn\'t like \nnew like hasn\'t \nlike doesn\'t standard \nbilly up local racist general \nyet many surprising again many about deeply religious \nprobably couldn\'t other way up nicely \ndon\'t sweet film\'s \nde acting surprising outstanding \nlittle too long \npg-13 mild brief fine up \n',pos
'shallow other perfectly as well as new no neither legendary thus emotional movie\'s main surprising mike as steve famous he\'s smart enough enough yet stupid enough on about first straight appealing appalling male sexual then next bad young ryan new big john tony saturday eventually new as later prestigious rich famous black fellow so even up it\'s no big very cold uninvolving it\'s all all it\'s like musical ',neg
'up about ago john who\'s never who\'s talented bad enough \nsomewhere along once again \nweird on back once again no better aptly isn\'t \nnow back on once again i all \n\n\nno much \nanyway yes \ni \ni own \namazing few isn\'t \nas \nsuddenly out out \nsure ruthless criminal like far too honest i that\'s \nnext so out big danny along already \ndoesn\'t las vegas soon as well sexual who\'s \nspeechless \nwho\'s \nit\'s interesting tony also \nsomewhat other on too along down \nno on same as obvious \ndoesn\'t near as definitely entertaining yes even better \nkind intelligent \ni\'m definitely out novel on \n\n',pos
'first on not third first national theatrical i didn\'t first much later so back original didn\'t great i didn\'t too much i initially now second it\'s overrated ultimately no whatsoever all now robert haunting alive before first adequate it\'s low there\'s absurd movie\'s pointless don\'t wrong though it\'s not as new away just as inane as difficult genre off on just doesn\'t on available on dvd new video available as single as on it\'s original theatrical on only widescreen new digital also on dvd full-length john film\'s other i\'m sure out usual film\'s original notably out robert johnny film\'s original theatrical also i don\'t i really entertaining spectacular first it\'s same on special few ago i\'m not that\'s negative just out enthusiastic about there possible john just doesn\'t much all you\'ll he\'s even there else really quietly though as because they\'re on scary as quiet as possible about worth first also original theatrical alternate however only easily other hidden possibly annoying dvd ever basically it\'s through different extra little somewhere second alternate though ',neg
'okay okay maybe i mindless i same lethal even as good as didn\'t bad woody allen even i i mild hard i wrong first half already acting not simply wooden like gratuitous incredible even gratuitous bad obviously as obvious no armed special not once not much like there only as comic way extremely stupid unfunny away bad naked up no not even interested other i never so little often unfortunately here cartoonish stupid unfunny many psycho bad too many i able all certain bad stupid bad simply boring potentially offensive common you\'ll hard not on worthless celluloid real sad there out i rather once again way probably like too ',neg
